"stockcode","description","units_sold","revenue"
"23530","WALL ART ONLY ONE PERSON ",1050,4406.57
"23530","WALL ART,ONLY ONE PERSON ",6,29.70
"23531","WALL ART BIG LOVE ",976,5538.26
"23532","WALL ART WORK REST AND PLAY  ",210,901.58
"23533","WALL ART GARDEN HAVEN ",215,998.64
"23534","STOP FOR TEA WALL ART",518,2572.70
"23534","WALL ART STOP FOR TEA ",869,6036.20
"23535","BICYCLE SAFTEY WALL ART",458,2371.94
"23535","WALL ART BICYCLE SAFETY",845,5954.15
"23535","WALL ART BICYCLE SAFTEY ",21,114.15
"23536","VILLAGE SHOW WALL ART",386,2072.42
"23536","WALL ART VILLAGE SHOW ",240,1369.71
"23537","I LOVE LONDON WALL ART",12,59.40
"23537","WALL ART I LOVE LONDON ",99,521.73
"23538","WALL ART VINTAGE HEART",331,1329.54
"23539","WALL ART , LOVES' SECRET ",8,47.60
"23539","WALL ART LOVES' SECRET ",239,1180.35
"23540","WALL ART , THE MAGIC FOREST ",2,13.90
"23540","WALL ART THE MAGIC FOREST ",148,933.16
"23541","WALL ART ,PUDDINGS ",8,61.20
"23541","WALL ART CLASSIC PUDDINGS ",864,6762.71
"23542","70'S ALPHABET WALL ART",150,1043.10
"23542","WALL ART 70'S ALPHABET ",356,2757.06
"23543","KEEP CALM WALL ART ",269,2015.97
"23543","WALL ART KEEP CALM ",967,4994.79
"23544","WALL ART MID CENTURY MODERN ",164,1015.78
"23545","WRAP RED DOILEY",380,159.60
"23545","WRAP RED VINTAGE DOILY",2100,866.00
"23546","WRAP PAISLEY PARK ",3250,1365.00
"23547","WRAP FLOWER SHOP  ",1575,661.50
"23548","WRAP MAGIC FOREST ",1075,451.50
"23549","WRAP BIRD GARDEN ",1305,548.10
"23550","WRAP ALPHABET POSTER  ",1855,763.10
"23551","PACK OF 12 PAISLEY PARK TISSUES ",1840,839.84
"23552","BICYCLE PUNCTURE REPAIR KIT ",1863,3881.91
"23553","LANDMARK FRAME CAMDEN TOWN ",568,6444.65
"23554","LANDMARK FRAME OXFORD STREET",422,4805.53
"23555","LANDMARK FRAME NOTTING HILL ",421,4780.57
"23556","LANDMARK FRAME COVENT GARDEN ",436,4937.01
"23557","LANDMARK FRAME BAKER STREET ",350,3930.27
"23558","LANDMARK FRAME LONDON BRIDGE ",415,4703.87
"23559","WOODLAND BUNNIES LOLLY MAKERS",649,1482.41
"23560","SET OF 6 RIBBONS COUNTRY STYLE",172,499.18
"23561","SET OF 6 RIBBONS PARTY",170,476.00
"23562","SET OF 6 RIBBONS PERFECTLY PRETTY  ",251,724.59
"23564","EGG CUP MILKMAID INGRID",644,841.31
"23565","EGG CUP MILKMAID HELGA ",410,586.31
"23566","EGG CUP MILKMAID HEIDI",881,1156.93
"23567","EGG CUP HENRIETTA HEN PINK",211,291.58
"23568","EGG CUP HENRIETTA HEN CREAM ",630,787.52
"23569","TRADTIONAL ALPHABET STAMP SET",954,4717.66
"23570","TRADITIONAL PICK UP STICKS GAME ",2772,4931.87
"23571","TRADITIONAL NAUGHTS & CROSSES",2841,6406.91
"23574","PACKING CHARGE",14,105.00
"23575","SNACK TRAY PAISLEY PARK",179,367.35
"23576","SNACK TRAY RED VINTAGE DOILY",198,400.04
"23578","SNACK TRAY RED GINGHAM",60,125.72
"23579","SNACK TRAY I LOVE LONDON",169,358.75
"23580","SNACK TRAY HAPPY FOREST  ",116,234.92
"23581","JUMBO BAG PAISLEY PARK",5020,11581.83
"23582","VINTAGE DOILY JUMBO BAG RED ",4802,10206.41
"23583","LUNCH BAG PAISLEY PARK  ",3385,5497.33
"23597","PAPER BUNTING PAISLEY PARK",249,679.07
"23598","PAPER BUNTING VINTAGE PARTY",427,1215.53
"23601","SET 10 CARDS SNOWY SNOWDROPS  17100",8,19.92
"23602","SET 10 CARDS 3 WISE MEN 17107",1,2.91
"23603","SET 10 CARD KRAFT REINDEER 17084",20,49.80
"23604","SET 10 MINI SANTA & SNOWMAN  17087",4,6.64
"23605","SET 10 CARDS 12 DAYS OF XMAS 17059",4,11.64
"23607","SET 10 CARDS HATS & STOCKINGS 17081",8,13.28
"23608","SET 10 CARDS RUDOLPHS NOSE 17097",4,11.64
"23609","SET 10 CARDS SNOWY ROBIN 17099",1,2.91
"23610","SET 10 CARDS CHRISTMAS ROBIN 17095",3,6.24
"23611","SET 10 CARDS RED RIDING HOOD 17214",40,99.60
"23612","SET 10 MINICARDS CUTE SNOWMAN 17071",5,8.30
"23613","SET 10 XMAS CARDS & BADGES 17070",11,27.39
"23614","SET 10 CARDS 12 DAYS WRAP  17058",26,86.58
"23615","SET 10 CARDS PRINTED GRAPHIC 17219",4,9.96
"23616","SET 10 CARDS JINGLE BELLS 17217",8,19.92
"23617","SET 10 CARDS SWIRLY XMAS TREE 17104",2,5.82
"23619","SET 10 CARDS POINSETTIA 17093",4,9.96
"23620","SET 10 CARDS PERFECT POST 17090",10,24.90
"23621","SET 10 CARDS DAVID'S MADONNA 17074",6,14.94
"23623","SET 10 CARD CHRISTMAS WELCOME 17112",8,23.28
"23624","SET 10 CARD PERFECT NATIVITY 17089",4,9.96
"23625","SET 6 CARDS SPARKLY REINDEER 17262",9,44.91
"23626","SET 10 CARDS DINKY TREE 17076",43,107.07
"23627","SET 10 CARDS XMAS GRAPHIC  17218",7,17.43
"23628","SET 10 CARDS TRIANGLE ICONS  17220",1,2.91
"23629","SET 10 CARDS DRESSING UP 17077",24,59.76
"23630","SET 10 CARDS HANGING BAUBLES 17080",2,5.48
"23632","SET 10 CARDS CHEERFUL ROBIN 17065",15,31.20
"23633","SET 10 CARDS WORLD CHILDREN 17067",3,7.47
"23634","SET 10 CARDS XMAS CHOIR 17068",5,14.55
"23635","SET 10 CARDS CHRISTMAS HOLLY  17259",3,12.48
"23636","SET 10 CARDS WISHING TREE 17116",9,26.19
"23637","SET 10 CARDS OUT OF ORDER 17216",11,27.39
"23638","SET 10 CARDS ROBIN WATERPUMP  17096",2,5.82
"23639","SET 10 CARDS MAGICAL TREE 17086",4,13.32
"23640","SET 10 CARDS SCOTTIE DOG 17211",9,22.41
"23643","SET 10 CARDS CHRISTMAS BAUBLE 16954",1,3.33
"23644","SET 10 CARDS CHRISTMAS TREE 16955",5,16.65
"23645","SET 10 CHRISTMAS CARDS HOHOHO 16956",9,22.41
"23646","SET 10 CARDS JINGLE BELLS 16957",8,19.92
"23649","SET 10 CARDS DECK THE HALLS 16960",2,4.98
"23650","SET 10 CARDS FILIGREE BAUBLE 16961",4,9.96
"23652","SET 10 CARD CHRISTMAS STAMPS 16963",2,5.82
"23654","SET 10 CARD SNOWMAN 16965",5,12.45
"23660","HENRIETTA HEN MUG ",306,534.66
"23661","MILK MAIDS MUG ",219,393.59
"23664","FLOWER SHOP DESIGN MUG",1,1.65
"23681","LUNCH BAG RED VINTAGE DOILY",1576,2525.04
"23691","KEEP CALM BIRTHDAY WRAP",50,21.00
"23691","WRAP KEEP CALM BIRTHDAY",1125,460.50
"23692","WRAP A PRETTY THANK YOU",50,21.00
"23694","PAISLEY PARK CARD",376,165.08
"23695","DOILY THANK YOU CARD",741,313.24
"23697","A PRETTY THANK YOU CARD",456,194.58
"23702","High Resolution Image",4,27.00
"23843","PAPER CRAFT , LITTLE BIRDIE",80995,168469.60
"30086C","ASSORTED FRUIT STRAWS",1,1.70
"35001B","HAND OPEN SHAPE BLACK",17,59.33
"35001G","HAND OPEN SHAPE GOLD",715,2259.47
"35001P","HAND OPEN SHAPE PINK",2,6.98
"35001W","HAND OPEN SHAPE DECO.WHITE",883,2806.69
"35004B","SET OF 3 BLACK FLYING DUCKS",1474,6809.65
"35004c","SET OF 3 COLOURED  FLYING DUCKS",27,343.72
"35004C","SET OF 3 COLOURED  FLYING DUCKS",3035,15874.38
"35004G","SET OF 3 GOLD FLYING DUCKS",359,1419.51
"35004p","SET OF 3 PINK FLYING DUCKS",1,12.72
"35004P","SET OF 3 PINK FLYING DUCKS",120,638.97
"35004s","SET OF 3 SILVER FLYING DUCKS",1,13.00
"35004S","SET OF 3 SILVER FLYING DUCKS",145,505.40
"35015","JACOBS LADDER SMALL",2072,134.08
"35051B","PINK BEADED CONE CHRISTMAS",14,5.88
"35071","ASSORTED SANTA CHRISTMAS DECORATION",50,51.14
"35085E","IVORY ROSE LAMPSHADE ",39,44.25
"35095A","BLUE VICTORIAN FABRIC OVAL BOX",1809,725.56
"35095B","RED VICTORIAN FABRIC OVAL BOX",1952,766.64
"35096A","BLUE VICTORIAN FABRIC HEART BOX",765,272.45
"35096B","RED VICTORIAN FABRIC HEART BOX",293,106.49
"35160","BUDDHA INCENSE HOLDER ASSORTED",2180,1590.64
"35233","PASTA ENAMEL/BRASS CONTAINER",10,37.50
"35240","ENAMEL BLUE RIM OVAL TRAY SET/2",49,416.01
"35241","ENAMEL BLUE RIM BISCUIT BIN",309,1631.42
"35265","COLOURFUL FLOWER FRUIT BOWL",21,80.00
"35271S","GOLD PRINT PAPER BAG",420,85.97
"35400","WOODEN BOX ADVENT CALENDAR ",1435,13999.10
"35443","RASTA IN BATH W SPLIFF ASHTRAY",16,13.60
"35471A","SET OF 3 BIRD L.BLUE FEATHER",421,499.31
"35471D","SET OF 3 BIRD LIGHT PINK FEATHER ",2241,1591.86
"35537","CANDLE RING W/CLEAR BEADS",13,5.46
"35591T","TURQUOISE CHRISTMAS TREE ",17,21.25
"35594","WOODEN CHRISTMAS TREE 3 HANGING",165,103.06
"35596","WOOD XMAS TREE 9 FIG SHELVES",29,24.65
"35597A","DUSTY PINK CHRISTMAS TREE 30CM",10,12.50
"35597B","BLACKCHRISTMAS TREE 30CM",78,224.10
"35597D","PINK/WHITE CHRISTMAS TREE 30CM",58,25.28
"35598A","DUSTY PINK CHRISTMAS TREE 60CM",10,29.50
"35598B","BLACK CHRISTMAS TREE 60CM",931,874.65
"35598C","WHITE CHRISTMAS TREE 60CM",3,8.85
"35598D","PINK/WHITE CHRISTMAS TREE 60CM",1727,1312.20
"35599B","BLACK CHRISTMAS TREE 120CM",268,974.81
"35599D","PINK AND WHITE CHRISTMAS TREE 120CM",406,1366.48
"35600D","PINK AND WHITE CHRISTMAS TREE 180CM",141,497.70
"35603B","S/16 BLACK SHINY/MAT BAUBLES",50,21.00
"35603C","SET/16 WHITE SHINY & MATT BAUBLES",83,48.30
"35607A","PINK FLUFFY CHRISTMAS DECORATION",554,118.43
"35607B","BLACK FEATHER CHRISTMAS DECORATION",312,62.30
"35609A","PINK FEATHER CHRISTMAS DECORATION",447,133.23
"35610A","PINK CHRISTMAS FLOCK DROPLET ",143,105.43
"35610B","BLACK CHRISTMAS FLOCK DROPLET ",179,144.07
"35610C","WHITE CHRISTMAS FLOCK DROPLET ",94,81.56
"35611B","BLACK ASSORTED DROPLET DECORATION",62,45.76
"35633B","BLUE TINSEL GARLAND ",130,24.70
"35637A","IVORY STRING CURTAIN WITH POLE ",551,1445.05
"35637C","PINK STRING CURTAIN WITH POLE",100,331.14
"35638A","PINK AND BLACK STRING CURTAIN",39,88.05
"35638B","PINK/BLUE STRING CURTAIN ",118,313.29
"35644","PAIR PINK/BLACK COATHANGERS",21,40.95
"35645","VINTAGE BEAD PINK JEWEL BOX",61,301.81
"35646","VINTAGE BEAD PINK EVENING BAG",642,1043.44
"35647","VINTAGE BEAD PINK SHADE ",563,748.24
"35648","VINTAGE BEAD PINK PURSE ",1041,1270.93
"35649","VINTAGE BEAD COSMETIC BAG ",1826,1362.90
"35650","VINTAGE BEAD PINK JEWEL STAND",3,14.85
"35651","VINTAGE BEAD PINK SCARF ",459,1057.62
"35652","VINTAGE BEAD CHAISE LONG JEWEL BOX",18,21.50
"35653","VINTAGE BEAD NOTEBOOK",311,982.53
"35654","VINTAGE BEAD FILLED PINK CUSHION",12,59.40
"35751C","PURPLE CURRENT CANDLE RING",31,12.61
"35751D","PINK CURRENT CANDLE RING",28,5.32
"35793","S/3 PUPPIES CHRISTMAS DECORATIONS",108,216.33
"35809a","ENAMEL PINK TEA CONTAINER",10,41.54
"35809A","ENAMEL PINK TEA CONTAINER",1137,1666.78
"35809B","ENAMEL BLUE RIM TEA CONTAINER",104,227.54
"35810A","ENAMEL PINK COFFEE CONTAINER",1205,1604.74
"35810B","ENAMEL BLUE RIM COFFEE CONTAINER",325,517.71
"35811A","ENAMEL PINK SUGAR CONTAINER",434,762.97
"35815B","ACRYLIC JEWEL SNOWFLAKE,BLUE",95,43.94
"35815P","ACRYLIC JEWEL SNOWFLAKE, PINK",168,75.88
"35816B","ACRYLIC JEWEL ANGEL,BLUE",139,58.07
"35816P","ACRYLIC JEWEL ANGEL,PINK",297,137.43
"35817B","ACRYLIC JEWEL SNOWFLAKE,BLUE",143,61.30
"35817P","ACRYLIC JEWEL SNOWFLAKE,PINK",408,212.14
"35817P","PINK ACRYLIC JEWEL SNOWFLAKE",12,4.56
"35818B","ACRYLIC JEWEL ICICLE, BLUE",408,180.05
"35818C","ACRYLIC JEWEL ICICLE, CLEAR ",1,3.43
"35818P","ACRYLIC JEWEL ICICLE, PINK",559,242.15
"35819B","ACRYLIC HANGING JEWEL,BLUE",385,192.30
"35819P","ACRYLIC HANGING JEWEL,PINK",95,66.55
"35821B","JEWELLED DECORATION,BLUE",150,57.00
"35821P","JEWELLED DECORATION,PINK",2,5.90
"35822B","ACRYLIC BEAD CHAIN, BLUE",229,87.02
"35822P","ACRYLIC BEAD CHAIN, PINK",114,43.32
"35823P","ACRYLIC BEAD GARLAND,PINK",2,5.90
"35824B","HANGING FLOWERS+MIRROR,BLUE",528,203.24
"35824C","HANGING FLOWERS+MIRROR,CLEAR",235,117.05
"35824P","HANGING FLOWERS+MIRROR,PINK",324,136.44
"35832","WOOLLY HAT SOCK GLOVE ADVENT STRING",1737,5341.85
"35833G","4 GOLD FLOCK CHRISTMAS BALLS",134,220.66
"35833P","4 PINK FLOCK CHRISTMAS BALLS",185,342.17
"35837","SET OF SIX SILVER+RED FLOCK BAUBLES",2,1.70
"35838A","S/6 MULTICOLOUR ORNAMENETAL CANDLE",180,184.40
"35838B","S/6 SILVER ORNAMENETAL CANDLE",100,85.00
"35840","FLAT GLASS  BAUBLE WHITE FLOCK ",45,107.13
"35909A","RABBIT EASTER DECORATION",20,59.00
"35909B","PINK FLOWERS RABBIT EASTER",16,47.20
"35910A","MULTICOLOUR EASTER RABBIT ",53,103.35
"35910B","PINK FLOWERS RABBIT EASTER",29,61.07
"35911A","MULTICOLOUR RABBIT EGG WARMER",388,466.69
"35911B","PINK/FLOWER RABBIT EGG WARMER ",159,184.76
"35912B","WHITE/PINK CHICK DECORATION",288,355.58
"35913B","WHITE/PINK CHICK EASTER DECORATION",100,92.39
"35914","PINK CHICK EGG WARMER + EGG CUP",243,336.58
"35915A","CREAM KNITTED HEN",288,365.76
"35915B","BLUE KNITTED HEN ",563,713.73
"35915C","PEACH KNITTED HEN ",662,793.32
"35916A","YELLOW FELT HANGING HEART W FLOWER",129,112.04
"35916B","BLUE FELT HANGING HEART W FLOWER",57,69.10
"35916B","BLUE FELT HANGING HEART WITH FLOWER",75,50.57
"35916C","PINK FELT HANGING HEART W FLOWER",157,167.55
"35918B","BLUE FLORIBUNDA EGG WARMER",10,12.50
"35920","FOUR RABBIT EASTER DECORATIONS",1070,296.34
"35921","EASTER BUNNY HANGING GARLAND",183,330.32
"35922","EASTER BUNNY WREATH",97,575.99
"35923","CANDY HEART HANGING DECORATION",1545,1023.77
"35924","HANGING FAIRY CAKE DECORATION",2164,4049.40
"35930","PINK HEART CHRISTMAS DECORATION",1,0.38
"35931","PINK STAR CHRISTMAS DECORATION",156,78.12
"35932","PINK CHRISTMAS TREE DECORATION",37,15.63
"35933","PINK STOCKING CHRISTMAS DECORATION",319,131.38
"35936","CERISE+GOLD CHRISTMAS TREE DEC",36,13.68
"35937","CERISE+GOLD CHRISTMAS STOCKING DEC",188,71.44
"35945","GOLD CHRISTMAS STOCKING DECORATION",1,1.95
"35950","FOLKART HEART CHRISTMAS DECORATIONS",1,1.25
"35951","FOLKART BAUBLE CHRISTMAS DECORATION",1352,717.99
"35953","FOLKART STAR CHRISTMAS DECORATIONS",3868,2007.22
"35954","SMALL FOLKART STAR CHRISTMAS DEC",2181,850.49
"35955","SMALL FOLKART CHRISTMAS TREE DEC",135,34.62
"35957","SMALLFOLKART BAUBLE CHRISTMAS DEC",3565,1254.90
"35958","FOLKART ZINC STAR CHRISTMAS DEC",1131,984.63
"35961","FOLKART ZINC HEART CHRISTMAS DEC",11430,9514.78
"35962","12 ASS ZINC CHRISTMAS DECORATIONS",487,1148.05
"35962","SET/12 ZINC CHRISTMAS DECORATIONS",94,203.73
"35963","FOLKART ZINC CLIP ON ANGEL WINGS",101,38.38
"35964","FOLKART CLIP ON STARS",1187,689.76
"35965","FOLKART HEART NAPKIN RINGS",629,1423.63
"35966","FOLKART CHRISTMAS TREE T-LIGHT HOLD",255,111.34
"35967","FOLK ART METAL STAR T-LIGHT HOLDER",936,488.51
"35968","FOLK ART METAL HEART T-LIGHT HOLDER",761,363.34
"35969","FOLKART CROWN TABLE DECORATIONS",523,542.47
"35970","ZINC FOLKART SLEIGH BELLS",8375,15072.58
"35971","ROSE FOLKART HEART DECORATIONS",1963,1947.74
"35972","DAISY FOLKART HEART DECORATION",440,611.38
"35973","GERANIUM FOLKART HEART DECORATION",49,61.25
"35974","S/6 CHRISTMAS TREE PLACE SETTING",1,3.75
"35976B","WHITE SCANDINAVIAN HEART CHRISTMAS",1,1.25
"35979","SIX STRING SCANDINAVIAN HEART DECS",94,311.03
"35980B","RED TOP SCANDINAVIAN HEART ",4,1.52
"35980C","REDWHITE STRIPE SCANDINAVIAN HEART ",377,147.64
"35981C","WHITE SNOW SCANDINAVIAN STOCKING ",589,297.62
"35991","SET/6 BLACK SNOWFLAKE T-LIGHTS ",402,232.08
"35995","SET/6 BLACK GLITTER REINDEER CANDLE",5,3.78
"35999","S/6 SCANDINAVIAN HEART T-LIGHT",1,2.55
"37112","YELLOW BIRDS FELT DES FOODCOVER",10,37.50
"37326","FAIRY DESIGN MUGS",2,4.61
"37327","ASSTD MULTICOLOUR CIRCLES MUG",1739,1051.69
"37330","BIG POLKADOT MUG",80,136.76
"37330","SPOTS MUG",437,790.70
"37333","RETRO ""TEA FOR ONE"" ",145,805.10
"37340","MULTICOLOUR SPRING FLOWER MUG",13665,3881.33
"37342","POLKADOT COFFEE CUP & SAUCER PINK",1589,1577.62
"37342","SPOTTY COFFEE CUP & SAUCER",40,153.78
"37343","POLKADOT MUG PINK ",193,313.26
"37343","SPOTS DESIGN MUG W PINK INSIDE",917,1445.78
"37345","ASSTD HEARTS DESIGN MUGS",321,561.05
"37348","SET OF 4 PASTEL STACKING MUGS",14,35.70
"37351","ORANGE FLOWER MUG ",5404,612.51
"37352","BIRD IN TREE MUG ",4643,504.55
"37370","RETRO COFFEE MUGS ASSORTED",7145,10821.29
"37379A","PINK CHERRY BLOSSOM CUP & SAUCER",41,159.20
"37379B","BLUE CHERRY BLOSSOM CUP & SAUCER",1122,181.50
"37399","ASS RETROSPOOF MUGS,SPORTS",143,75.00
"37408","ASSORTED DESIGN GEISHA GIRL MUGS",5,6.25
"37409","ASSORTED DESIGN FLOWER MUGS",7,5.95
"37410","BLACK AND WHITE PAISLEY FLOWER MUG",25707,3288.65
"37413","ICON MUG REVOLUTIONARY",703,284.49
"37422","WHITE WITH BLACK CATS BOWL",434,292.08
"37423","WHITE WITH BLACK CATS PLATE",6168,843.88
"37424","WHITE WITH BLACK CATS MUG",5249,1134.68
"37432","MUG PINK AND PURPLE ARABIC DESIGN",6,3.90
"37438","FUNKY FLOWER COFFEE POT",1,3.75
"37441","ASSORTED WHITE EMBOSSED CHINA MUGS",700,1639.80
"37444A","YELLOW BREAKFAST CUP AND SAUCER",2709,563.43
"37444B","BLUE BREAKFAST CUP AND SAUCER ",2010,409.60
"37444C","PINK BREAKFAST CUP AND SAUCER ",1654,673.72
"37446","MINI CAKE STAND WITH HANGING CAKES",3691,5332.25
"37447","CERAMIC CAKE DESIGN SPOTTED PLATE",2891,4540.85
"37448","CERAMIC CAKE DESIGN SPOTTED MUG",4549,6827.21
"37449","CERAMIC CAKE STAND + HANGING CAKES",2382,22333.30
"37450","CERAMIC CAKE BOWL + HANGING CAKES",2444,7023.14
"37451","CERAMIC CAKE TEAPOT WITH CHERRY",1,4.95
"37461","FUNKY MONKEY MUG",742,778.64
"37462B","PET MUG, BUDGIE",170,87.28
"37462E","PET MUG, GOLDFISH",107,47.12
"37464","ROBOT MUG IN DISPLAY BOX",316,431.18
"37467","PIG MUG IN TWO COLOUR DESIGNS",273,328.51
"37468","HARDMAN MUG 3 ASSORTED",65,39.81
"37471","MULTICOLOUR DOTS PLATE",692,99.02
"37471","MULTICOLOUR POLKADOT PLATE",713,98.83
"37474","SET/4 2 TONE EGG SHAPE MIXING BOWLS",63,651.05
"37475","SET/4 COLOURFUL MIXING BOWLS",116,1160.56
"37476","CONDIMENT TRAY 4 BOWLS AND 4 SPOONS",209,2010.60
"37477B","FLOWER FAIRY MUG+COASTER,LAVENDER",11,41.25
"37477C","FLOWER FAIRY MUG+COASTER,ROSE",6,22.50
"37479B","CUBIC MUG FLOCK BLUE ON BROWN",1253,1095.85
"37479P","CUBIC MUG FLOCK PINK ON BROWN",170,160.08
"37481","CUBIC MUG TEATIME CAKES",6,15.30
"37482b","CUBIC MUG BLUE POLKA DOT",1,17.35
"37482B","CUBIC MUG BLUE POLKA DOT",1251,1127.91
"37482p","CUBIC MUG PINK POLKA DOT",2,34.70
"37482P","CUBIC MUG PINK POLKA DOT",118,416.71
"37482P","CUBIC MUG PINK POLKADOT",549,489.60
"37483","ENGLISH ROSE MUG IN GIFT BOX",143,232.89
"37484","ENGLISH ROSE TEA FOR ONE GIFT BOX",1,6.75
"37485","ENGLISH ROSE TEA SET IN GIFT BOX",49,207.69
"37487B","YELLOW/ORANGE FLOWER DESIGN PLATE",68,19.72
"37488A","YELLOW PINK FLOWER DESIGN BIG BOWL",31,19.77
"37489A","YELLOW/PINK FLOWER DESIGN BIG MUG",46,46.56
"37489B","BLUE/YELLOW FLOWER DESIGN BIG MUG",38,30.42
"37489C","GREEN/BLUE FLOWER DESIGN BIG MUG",27,26.06
"37489D","PINK/GREEN FLOWER DESIGN BIG MUG",46,28.86
"37491A","YELLOW/PINK CERAMIC CANDLE HOLDER",18,48.30
"37491B","BLUE/YELLOW CERAMIC CANDLE HOLDER",14,30.08
"37491C","GREEN/BLUE CERAMIC CANDLE HOLDER",58,167.52
"37491D","PURPLE/BLUE CERAMIC CANDLE HOLDER",26,63.28
"37492A","YELLOW RED FLOWER PIGGY BANK",108,216.07
"37492B","BLUE YELLOW FLOWER PIGGY BANK",489,946.72
"37492C","GREEN BLUE FLOWER PIGGY BANK",242,477.30
"37492D","PURPLE GREEN FLOWER PIGGY BANK",361,682.99
"37494a","FAIRY CAKE CERAMIC BUTTER DISH",4,24.16
"37494A","FAIRY CAKE CERAMIC BUTTER DISH",237,793.44
"37495","FAIRY CAKE BIRTHDAY CANDLE SET",1560,5732.60
"37500","TEA TIME TEAPOT IN GIFT BOX",881,6787.46
"37501","TEA TIME TEA SET IN GIFT BOX",481,3401.15
"37502","TEA TIME MUG IN GIFT BOX",868,2599.79
"37503","TEA TIME CAKE STAND IN GIFT BOX",2465,25428.33
"37506","NEW ENGLAND MILK JUG W GIFT BOX",32,190.40
"37508","NEW ENGLAND CERAMIC CAKE SERVER",89,229.57
"37509","NEW ENGLAND MUG W GIFT BOX",28,71.40
"40001"," WHITE BAMBOO RIBS LAMPSHADE",233,182.14
"40001","WHITE BAMBOO RIBS LAMPSHADE",2251,1729.51
"40002","WHITE BAMBOO RIBS LAMPSHADE",78,66.30
"40003","WHITE BAMBOO RIBS LAMPSHADE",1150,1257.02
"40005B","BLUE ORGANDY ROUND LAMPSHADE W BEA",33,28.05
"40016","CHINESE DRAGON PAPER LANTERNS",15435,5487.31
"40018E","TEA TIME PAPER LANTERNS",384,837.02
"40018F","CHERRY DESIGN PAPERLANTERNS",1092,2100.33
"40046A","RED DAISY PAPER LAMPSHADE",355,472.07
"40046C","PINK BUTTERFLY PAPER LAMPSHADE",3,3.75
"44089A","PINK GAUZE BUTTERFLY LAMPSHADE",40,16.80
"44089C","LILAC GAUZE BUTTERFLY LAMPSHADE",68,28.56
"44091A","BLUE CRUSOE CHECK LAMPSHADE",18,7.56
"44091C","MULTICOLOUR CRUSOE CHECK LAMPSHADE",61,30.66
"44092B","BLUE WHITE PLASTIC RINGS LAMPSHADE",15,12.75
"44092C","PURPLE/COPPER HANGING LAMPSHADE",23,19.55
"44217M","MULTICOLOUR FEATHERS CURTAIN",72,236.40
"44228","CANNABIS LEAF BEAD CURTAIN",48,40.80
"44230","SQUARE MIRROR CURTAIN",347,3381.62
"44234","ASSORTED CIRCULAR MOBILE",1213,260.39
"44235","ASS COL CIRCLE MOBILE ",752,276.96
"44235","ASSORTED COLOURED CIRCLE MOBILE ",64,26.88
"44236","PINK/PURPLE CIRCLE CURTAIN",64,112.32
"44241C","BLUE BUTTERFLY ON SPRING",70,59.50
"44242A","LILAC FEATHERS CURTAIN",14,11.98
"44242B","PINK FEATHERS CURTAIN",109,121.53
"44265","M/COLOUR POM-POM CURTAIN",8,34.00
"45008C","DECORATIVE NET CANOPY CREAM",83,792.07
"45013","FOLDING SHOE TIDY",48,132.00
"45014","FOLDING SHIRT TIDY",1,4.65
"45016","DECORATIVE NET CANOPY LEOPARD",101,423.73
"46000M","POLYESTER FILLER PAD 45x45cm",2517,3901.35
"46000P","POLYESTER FILLER PAD 65CMx65CM",213,905.25
"46000R","POLYESTER FILLER PAD 45x30cm",243,352.35
"46000S","POLYESTER FILLER PAD 40x40cm",3471,5032.95
"46000U","POLYESTER FILLER PAD 30CMx30CM",251,313.75
"46037A","PINK CANVAS DES CUSHION COVER ",6,7.50
"46115B","GREEN POP ART MAO CUSHION COVER ",286,54.34
"46118","FUNKY MONKEY CUSHION COVER",373,513.58
"46126A","ELVIS WALLHANGING / CURTAIN",317,419.99
"46137D","GREEN CHENILLE SHAGGY RUG",45,132.75
"46138B","BLUE CHENILLE SHAGGY CUSHION COVER ",71,156.29
"46138D","GREEN CHENILLE SHAGGY C/COVER",1,1.95
"46307","ROSES BLUE BASE CUSHION COVER ",51,246.03
"46775A","BUBBLE GUM CHUNKY KNITTED THROW ",83,1044.23
"46775B","BERRIES CHUNKY KNITTED THROW ",5,84.75
"46775D","SUNSET COLOUR CHUNKY KNITTED THROW",153,1938.19
"46775E","CANDY POP CHUNKY KNITTED THROW ",101,1282.90
"46776a","WOVEN BUBBLE GUM CUSHION COVER",5,20.65
"46776A","WOVEN BUBBLE GUM CUSHION COVER",406,1283.23
"46776b","WOVEN BERRIES CUSHION COVER ",1,4.13
"46776B","WOVEN BERRIES CUSHION COVER ",428,1369.23
"46776C","WOVEN FROST CUSHION COVER",258,905.10
"46776D","WOVEN SUNSET CUSHION COVER ",153,658.07
"46776e","WOVEN CANDY CUSHION COVER ",1,4.13
"46776E","WOVEN CANDY CUSHION COVER ",205,662.10
"46776f","WOVEN ROSE GARDEN CUSHION COVER ",7,28.91
"46776F","WOVEN ROSE GARDEN CUSHION COVER ",487,1675.73
"47013A","WINE BOTTLE DRESSING LT.BLUE",141,39.87
"47013C","WINE BOTTLE DRESSING DARK BLUE",147,40.52
"47016","LIGHT DECORATION BATTERY OPERATED",31,65.10
"47021G","SET/6 BEAD COASTERS GAUZE BAG GOLD",713,541.96
"47310M","SMALL POP BOX FUNKY MONKEY",258,353.98
"47310M","SMALL POP BOX,FUNKY MONKEY",488,650.96
"47341A","FUSCHIA TABLE RUN FLOWER ",29,46.25
